0.776471022,49.66584822
52.30980607,22.09976955
60.66987609,78.57758124
67.89879285,99.20646551
0.721651748,12.95942319
27.16386795,46.88532148
5.719205841,26.22995066
12.79569057,-18.47754415
32.51774762,5.075790563
44.94350236,6.652115694
37.33167875,74.28124465
0.532804714,12.82021833
65.68652034,26.1585336
27.33738648,76.46978697
77.03498574,119.2806903
59.82674708,98.76981302
3.540833404,-6.407993418
23.92884402,30.16050089
48.15564868,3.259238049
18.89743269,3.884697515
16.35245302,34.33435402
22.30742263,-23.55088634
14.20952747,55.23589945
10.43586427,26.71700984
59.52420523,14.58444662
1.812144838,-34.10455514
61.37066693,16.19173116
4.951752695,-11.72389389
20.87235125,61.68061193
53.77756643,12.01456802
29.72259547,43.75092301
73.27968999,55.62091103
21.94486523,45.09884841
63.69016092,79.418701
43.17773979,71.42828212
59.46137248,65.18602702
57.68501368,25.29936861
19.82753018,22.68952915
0.204012815,49.54231412
34.5273089,72.18059267
66.54431171,62.69882543
10.61458919,57.12114005
66.554372,86.49563209
30.44524793,16.80736771
48.44643643,28.4930852
0.12631622,-47.22826106
47.35151089,72.92544977
37.92827253,68.94957177
90.81189773,90.77384566
